antecedents,consequents,support,confidence,lift
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High,Impact_Events","Fragile_Label,Damaged",0.01,0.5,7.692307692307692
"Fill_Level_Underfilled,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.5,7.692307692307692
"Fill_Level_Underfilled,Dropped,Impact_Events,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.5,7.692307692307692
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.5,7.692307692307692
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.015,0.375,7.5
"Humidity_Level_Medium,Packaging_Type_Encoded,Handling_Stage_Sorting","Stacking_nan,Damaged,Impact_Events",0.015,0.3,7.5
"Stacking_Moderate,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_High",0.015,0.375,7.5
"Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.015,0.375,7.5
"Fragile_Label,Handling_Stage_Loading,Impact_Events","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Handling_Stage_Loading","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,7.407407407407408
"Packaging_Type_Encoded,Dropped,Impact_Events,Humidity_Level_Low","Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,7.407407407407408
"Stacking_High,Dropped","Fill_Level_Proper,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,7.407407407407408
"Stacking_High,Dropped","Fill_Level_Proper,Damaged,Impact_Events",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Humidity_Level_Low,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,7.407407407407408
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport","Fill_Level_Proper,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,7.407407407407408
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport","Fill_Level_Proper,Damaged,Impact_Events",0.01,0.33333333333333337,7.407407407407408
"Fragile_Label,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,7.407407407407408
"Packaging_Type_Encoded,Stacking_High,Dropped","Fill_Level_Proper,Damaged,Impact_Events",0.01,0.33333333333333337,7.407407407407408
"Stacking_High,Dropped,Impact_Events","Fill_Level_Proper,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,7.407407407407408
"Packaging_Type_Encoded,Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.33333333333333337,7.407407407407408
"Dropped,Impact_Events,Fill_Level_Overfilled","Packaging_Type_Encoded,Damaged,Stacking_nan",0.01,0.33333333333333337,7.407407407407408
"Humidity_Level_Medium,Handling_Stage_Sorting,Stacking_nan","Damaged,Dropped,Impact_Events",0.015,0.3333333333333333,7.407407407407407
"Handling_Stage_Conveyor,Dropped","Damaged,Stacking_nan",0.01,0.39999999999999997,7.2727272727272725
"Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.02,0.36363636363636365,7.2727272727272725
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events","Damaged,Stacking_nan",0.02,0.39999999999999997,7.2727272727272725
"Fill_Level_Underfilled,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.39999999999999997,7.2727272727272725
"Fragile_Label,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Loading,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.5,7.142857142857142
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Loading","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting","Humidity_Level_Medium,Damaged",0.01,0.5,7.142857142857142
"Fragile_Label,Stacking_High,Handling_Stage_Loading","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Fragile_Label,Stacking_High,Handling_Stage_Loading,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled","Damaged,Humidity_Level_Low",0.015,0.5,7.142857142857142
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.5,7.142857142857142
"Packaging_Type_Encoded,Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Humidity_Level_Low",0.015,0.5,7.142857142857142
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.01,0.5,7.142857142857142
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.01,0.5,7.142857142857142
"Dropped,Handling_Stage_Sorting","Humidity_Level_Medium,Damaged,Impact_Events",0.015,0.4285714285714285,7.1428571428571415
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged",0.01,0.6666666666666667,7.017543859649123
"Fragile_Label,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.6666666666666667,7.017543859649123
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.015,1.0,6.8965517241379315
"Stacking_Moderate,Handling_Stage_Conveyor,Impact_Events,Fragile_Label","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Stacking_Moderate,Fill_Level_Underfilled,Humidity_Level_High,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fragile_Label,Stacking_High,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Humidity_Level_Low,Stacking_High,Dropped,Impact_Events,Fill_Level_Underfilled","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Humidity_Level_Low,Stacking_High,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fragile_Label,Stacking_High,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Humidity_Level_Medium,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.015,1.0,6.8965517241379315
"Fill_Level_Underfilled,Stacking_High,Dropped","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Stacking_High,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Stacking_High,Dropped,Impact_Events,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Dropped,Handling_Stage_Transport,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,1.0,6.8965517241379315
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.015,0.75,6.818181818181818
"Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.015,0.375,6.818181818181818
"Fill_Level_Underfilled,Stacking_High","Damaged,Impact_Events,Humidity_Level_Low",0.03,0.375,6.818181818181818
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Fill_Level_Underfilled,Stacking_High,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Fill_Level_Underfilled,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged,Impact_Events",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Packaging_Type_Encoded,Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped,Impact_Events","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Packaging_Type_Encoded,Stacking_High,Dropped","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Fill_Level_Underfilled,Stacking_High,Dropped","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Fragile_Label,Stacking_High,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled","Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,6.666666666666667
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged,Stacking_nan",0.015,0.3,6.666666666666667
"Stacking_nan,Packaging_Type_Encoded,Dropped,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Handling_Stage_Sorting,Stacking_nan","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,6.666666666666667
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High,Fragile_Label","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.01,0.33333333333333337,6.666666666666667
"Packaging_Type_Encoded,Stacking_High,Dropped,Impact_Events","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged,Impact_Events",0.01,0.33333333333333337,6.666666666666667
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Dropped","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Packaging_Type_Encoded,Stacking_Moderate,Handling_Stage_Conveyor,Fragile_Label","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Stacking_Moderate,Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_High",0.01,0.33333333333333337,6.666666666666667
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,6.666666666666667
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped","Fill_Level_Underfilled,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged",0.01,0.33333333333333337,6.666666666666667
"Packaging_Type_Encoded,Stacking_High,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled","Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,6.666666666666667
"Stacking_High,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled","Damaged,Humidity_Level_High",0.01,0.33333333333333337,6.666666666666667
"Humidity_Level_Medium,Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Fragile_Label,Dropped","Damaged,Humidity_Level_High",0.01,0.33333333333333337,6.666666666666667
"Humidity_Level_Medium,Dropped,Stacking_nan","Damaged,Handling_Stage_Sorting,Impact_Events",0.015,0.3,6.666666666666667
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,6.666666666666667
"Dropped,Handling_Stage_Sorting,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Stacking_Moderate,Handling_Stage_Sorting,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Dropped,Impact_Events,Fill_Level_Overfilled","Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,6.666666666666667
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_High","Damaged,Impact_Events",0.01,1.0,6.666666666666667
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Damaged,Handling_Stage_Sorting",0.015,0.3333333333333333,6.666666666666666
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.015,0.3333333333333333,6.666666666666666
"Humidity_Level_Medium,Stacking_nan,Dropped,Impact_Events","Damaged,Handling_Stage_Sorting",0.015,0.3333333333333333,6.666666666666666
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Damaged",0.015,0.4285714285714285,6.593406593406592
"Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Damaged",0.015,0.4285714285714285,6.593406593406592
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged",0.015,0.6,6.315789473684211
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged",0.015,0.6,6.315789473684211
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Stacking_High,Damaged,Impact_Events",0.01,0.5,6.25
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.015,0.5,6.25
"Humidity_Level_Medium,Stacking_nan,Handling_Stage_Sorting,Impact_Events","Damaged,Dropped",0.015,0.375,6.25
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged,Impact_Events",0.01,0.5,6.25
"Fragile_Label,Handling_Stage_Loading,Humidity_Level_Low","Stacking_High,Damaged,Impact_Events",0.01,0.5,6.25
"Fill_Level_Underfilled,Stacking_High","Damaged,Humidity_Level_Low",0.035,0.43750000000000006,6.25
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.39999999999999997,6.153846153846153
"Fill_Level_Underfilled,Stacking_High,Impact_Events,Humidity_Level_Low","Fragile_Label,Damaged",0.02,0.39999999999999997,6.153846153846153
"Humidity_Level_Low,Stacking_High,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting","Fragile_Label,Damaged",0.01,0.39999999999999997,6.153846153846153
"Fill_Level_Underfilled,Dropped,Impact_Events","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.39999999999999997,6.153846153846153
"Stacking_High,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.39999999999999997,6.153846153846153
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.39999999999999997,6.153846153846153
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High","Fragile_Label,Damaged",0.01,0.39999999999999997,6.153846153846153
"Dropped,Handling_Stage_Sorting,Impact_Events","Humidity_Level_Medium,Damaged",0.015,0.4285714285714285,6.122448979591835
"Fill_Level_Underfilled,Packaging_Type_Encoded,Dropped","Damaged,Humidity_Level_Low",0.015,0.4285714285714285,6.122448979591835
"Dropped,Handling_Stage_Sorting","Humidity_Level_Medium,Damaged",0.015,0.4285714285714285,6.122448979591835
"Fill_Level_Underfilled,Dropped","Damaged,Humidity_Level_Low",0.015,0.4285714285714285,6.122448979591835
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Stacking_Moderate,Handling_Stage_Conveyor,Fragile_Label","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High","Damaged,Impact_Events,Humidity_Level_Low",0.02,0.33333333333333337,6.060606060606061
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Fill_Level_Proper,Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Loading,Impact_Events","Damaged,Stacking_nan",0.01,0.33333333333333337,6.060606060606061
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Impact_Events",0.02,0.6666666666666667,6.060606060606061
"Stacking_High,Dropped","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Humidity_Level_Medium,Stacking_High,Dropped,Fill_Level_Proper","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Packaging_Type_Encoded,Stacking_High,Dropped","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Dropped,Impact_Events,Fill_Level_Overfilled","Damaged,Stacking_nan",0.01,0.33333333333333337,6.060606060606061
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,6.060606060606061
"Stacking_High,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Fragile_Label,Handling_Stage_Loading","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,6.060606060606061
"Handling_Stage_Conveyor,Fill_Level_Overfilled","Damaged,Stacking_nan",0.01,0.33333333333333337,6.060606060606061
"Humidity_Level_Medium,Dropped,Stacking_nan","Damaged,Handling_Stage_Sorting",0.015,0.3,5.999999999999999
"Fill_Level_Underfilled,Stacking_High,Impact_Events,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged",0.015,0.3,5.999999999999999
"Stacking_Moderate,Fill_Level_Overfilled","Damaged,Humidity_Level_High",0.015,0.3,5.999999999999999
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High","Damaged,Humidity_Level_Low",0.025,0.4166666666666667,5.952380952380952
"Humidity_Level_Low,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled","Fragile_Label,Damaged",0.015,0.375,5.769230769230769
"Fill_Level_Underfilled,Stacking_High,Impact_Events","Damaged,Humidity_Level_Low",0.03,0.4,5.714285714285714
"Fill_Level_Underfilled,Dropped,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.39999999999999997,5.7142857142857135
"Fill_Level_Underfilled,Packaging_Type_Encoded,Dropped,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.39999999999999997,5.7142857142857135
"Fill_Level_Underfilled,Stacking_High","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.025,0.3125,5.681818181818182
"Humidity_Level_Medium,Handling_Stage_Sorting","Damaged,Stacking_nan",0.02,0.3076923076923077,5.594405594405595
"Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Fragile_Label,Damaged",0.02,0.36363636363636365,5.594405594405594
"Stacking_High,Dropped","Fill_Level_Proper,Damaged",0.01,0.33333333333333337,5.555555555555556
"Packaging_Type_Encoded,Stacking_High,Dropped","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.33333333333333337,5.555555555555556
"Handling_Stage_Conveyor,Fill_Level_Overfilled","Dropped,Damaged",0.01,0.33333333333333337,5.555555555555556
"Humidity_Level_Medium,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting,Stacking_nan","Damaged,Dropped",0.01,0.33333333333333337,5.555555555555556
"Packaging_Type_Encoded,Stacking_High,Dropped,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.33333333333333337,5.555555555555556
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_High,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.33333333333333337,5.555555555555556
"Stacking_High,Dropped","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.33333333333333337,5.555555555555556
"Packaging_Type_Encoded,Stacking_High,Dropped","Fill_Level_Proper,Damaged",0.01,0.33333333333333337,5.555555555555556
